sitio,number_pino,sp,h_cm,number_puestas,altitud_m,distances,focal_pine
CQ,117,p,225,2,1342.62,6.08276253029822,112
CQ,95,p,375,0,1342.62,6.40312423743285,112
CQ,113,p,400,3,1340.69,0,113
CQ,114,p,375,1,1339.97,1.4142135623731,113
CQ,112,p,150,1,1341.42,4.12310562561766,113
CQ,115,p,375,4,1337.8,4.47213595499958,113
CQ,96,p,400,3,1345.98,6.40312423743285,113
CQ,97,p,375,0,1348.87,7.61577310586391,113
CQ,117,p,225,2,1342.62,7.61577310586391,113
CQ,98,p,300,0,1353.19,8.54400374531753,113
CQ,111,p,325,0,1341.9,8.60232526704263,113
CQ,116,p,300,1,1337.8,8.94427190999916,113
CQ,114,p,375,1,1339.97,0,114
CQ,113,p,400,3,1340.69,1.4142135623731,114
CQ,112,p,150,1,1341.42,3,114
CQ,115,p,375,4,1337.8,5.09901951359278,114
CQ,117,p,225,2,1342.62,6.32455532033676,114
CQ,96,p,400,3,1345.98,6.70820393249937,114
CQ,97,p,375,0,1348.87,7.21110255092798,114
CQ,111,p,325,0,1341.9,7.21110255092798,114
CQ,98,p,300,0,1353.19,8.06225774829855,114
CQ,116,p,300,1,1337.8,8.60232526704263,114
CQ,115,p,375,4,1337.8,0,115
CQ,113,p,400,3,1340.69,4.47213595499958,115
CQ,114,p,375,1,1339.97,5.09901951359278,115
CQ,116,p,300,1,1337.8,6,115
CQ,112,p,150,1,1341.42,8.06225774829855,115
CQ,117,p,225,2,1342.62,8.60232526704263,115
CQ,96,p,400,3,1345.98,10.6301458127346,115
CQ,118,p,250,3,1341.17,10.6301458127346,115
CQ,111,p,325,0,1341.9,11.4017542509914,115
CQ,119,p,190,6,1340.45,11.6619037896906,115
CQ,116,p,300,1,1337.8,0,116
CQ,115,p,375,4,1337.8,6,116
CQ,117,p,225,2,1342.62,7.07106781186548,116
CQ,119,p,190,6,1340.45,7.21110255092798,116
CQ,118,p,250,3,1341.17,7.28010988928052,116
CQ,114,p,375,1,1339.97,8.60232526704263,116
CQ,113,p,400,3,1340.69,8.94427190999916,116
CQ,120,p,100,2,1340.93,10.4403065089106,116
CQ,112,p,150,1,1341.42,10.6301458127346,116
CQ,111,p,325,0,1341.9,11.4017542509914,116
CQ,117,p,225,2,1342.62,0,117
CQ,118,p,250,3,1341.17,3,117
CQ,111,p,325,0,1341.9,4.47213595499958,117
CQ,120,p,100,2,1340.93,5,117
CQ,119,p,190,6,1340.45,5.09901951359278,117
CQ,110,p,350,1,1337.57,5.3851648071345,117
CQ,112,p,150,1,1341.42,6.08276253029822,117
CQ,114,p,375,1,1339.97,6.32455532033676,117
CQ,116,p,300,1,1337.8,7.07106781186548,117
CQ,109,p,225,1,1337.8,7.28010988928052,117
CQ,118,p,250,3,1341.17,0,118
CQ,119,p,190,6,1340.45,2.23606797749979,118
CQ,117,p,225,2,1342.62,3,118
CQ,120,p,100,2,1340.93,3.16227766016838,118
CQ,110,p,350,1,1337.57,5.09901951359278,118
CQ,121,p,325,1,1340.21,5.3851648071345,118
CQ,111,p,325,0,1341.9,6.40312423743285,118
CQ,109,p,225,1,1337.8,7.07106781186548,118
CQ,116,p,300,1,1337.8,7.28010988928052,118
CQ,122,p,450,1,1336.61,8.06225774829855,118
CQ,119,p,190,6,1340.45,0,119
CQ,118,p,250,3,1341.17,2.23606797749979,119
CQ,120,p,100,2,1340.93,4.12310562561766,119
CQ,121,p,325,1,1340.21,4.24264068711928,119
CQ,117,p,225,2,1342.62,5.09901951359278,119
CQ,110,p,350,1,1337.57,6.70820393249937,119
CQ,122,p,450,1,1336.61,7.07106781186548,119
CQ,116,p,300,1,1337.8,7.21110255092798,119
CQ,109,p,225,1,1337.8,8.54400374531753,119
CQ,111,p,325,0,1341.9,8.60232526704263,119
CQ,120,p,100,2,1340.93,0,120
CQ,110,p,350,1,1337.57,2.82842712474619,120
CQ,118,p,250,3,1341.17,3.16227766016838,120
CQ,119,p,190,6,1340.45,4.12310562561766,120
CQ,121,p,325,1,1340.21,4.12310562561766,120
CQ,109,p,225,1,1337.8,4.47213595499958,120
CQ,117,p,225,2,1342.62,5,120
CQ,108,p,200,2,1335.41,5.09901951359278,120
CQ,111,p,325,0,1341.9,6.08276253029822,120
CQ,122,p,450,1,1336.61,6.08276253029822,120
CQ,121,p,325,1,1340.21,0,121
CQ,122,p,450,1,1336.61,2.82842712474619,121
CQ,120,p,100,2,1340.93,4.12310562561766,121
CQ,119,p,190,6,1340.45,4.24264068711928,121
CQ,118,p,250,3,1341.17,5.3851648071345,121
CQ,123,p,400,0,1335.65,5.3851648071345,121
CQ,108,p,200,2,1335.41,6.70820393249937,121
CQ,110,p,350,1,1337.57,6.70820393249937,121
CQ,125,p,325,4,1336.37,7.07106781186548,121
CQ,109,p,225,1,1337.8,7.81024967590665,121
CQ,122,p,450,1,1336.61,0,122
CQ,121,p,325,1,1340.21,2.82842712474619,122
CQ,123,p,400,0,1335.65,3,122
CQ,125,p,325,4,1336.37,5.09901951359278,122
CQ,124,p,225,1,1338.29,5.3851648071345,122
CQ,126,p,190,6,1334.21,5.65685424949238,122
CQ,120,p,100,2,1340.93,6.08276253029822,122
CQ,108,p,200,2,1335.41,6.40312423743285,122
CQ,119,p,190,6,1340.45,7.07106781186548,122
CQ,110,p,350,1,1337.57,8.06225774829855,122
CQ,123,p,400,0,1335.65,0,123
CQ,124,p,225,1,1338.29,2.82842712474619,123
CQ,122,p,450,1,1336.61,3,123
CQ,126,p,190,6,1334.21,4.12310562561766,123
CQ,108,p,200,2,1335.41,5.09901951359278,123
CQ,121,p,325,1,1340.21,5.3851648071345,123
CQ,106,p,300,3,1335.89,6.32455532033676,123
CQ,125,p,325,4,1336.37,6.40312423743285,123
CQ,107,p,275,3,1336.37,7.07106781186548,123
CQ,120,p,100,2,1340.93,7.21110255092798,123
CQ,124,p,225,1,1338.29,0,124
CQ,126,p,190,6,1334.21,2.23606797749979,124
CQ,123,p,400,0,1335.65,2.82842712474619,124
CQ,122,p,450,1,1336.61,5.3851648071345,124
CQ,106,p,300,3,1335.89,5.65685424949238,124
CQ,107,p,275,3,1336.37,5.8309518948453,124
CQ,127,p,200,0,1335.17,5.8309518948453,124
CQ,105,p,250,1,1335.89,6.08276253029822,124
CQ,125,p,325,4,1336.37,6.70820393249937,124
CQ,108,p,200,2,1335.41,7.07106781186548,124
CQ,125,p,325,4,1336.37,0,125
CQ,122,p,450,1,1336.61,5.09901951359278,125
CQ,126,p,190,6,1334.21,5.09901951359278,125
CQ,123,p,400,0,1335.65,6.40312423743285,125
CQ,124,p,225,1,1338.29,6.70820393249937,125
CQ,121,p,325,1,1340.21,7.07106781186548,125
CQ,119,p,190,6,1340.45,10.770329614269,125
CQ,120,p,100,2,1340.93,11,125
CQ,127,p,200,0,1335.17,11,125
CQ,128,p,150,1,1337.09,11.0453610171873,125
CQ,126,p,190,6,1334.21,0,126
CQ,124,p,225,1,1338.29,2.23606797749979,126
CQ,123,p,400,0,1335.65,4.12310562561766,126
CQ,125,p,325,4,1336.37,5.09901951359278,126
CQ,122,p,450,1,1336.61,5.65685424949238,126
CQ,127,p,200,0,1335.17,6.08276253029822,126
CQ,105,p,250,1,1335.89,7.61577310586391,126
CQ,106,p,300,3,1335.89,7.81024967590665,126
CQ,107,p,275,3,1336.37,7.81024967590665,126
CQ,121,p,325,1,1340.21,8.48528137423857,126
CQ,127,p,200,0,1335.17,0,127
CQ,105,p,250,1,1335.89,4.12310562561766,127
CQ,104,p,425,0,1334.45,5.3851648071345,127
CQ,101,p,250,0,1342.62,5.65685424949238,127
CQ,102,p,350,1,1341.42,5.8309518948453,127
CQ,124,p,225,1,1338.29,5.8309518948453,127
CQ,107,p,275,3,1336.37,6,127
CQ,126,p,190,6,1334.21,6.08276253029822,127
CQ,106,p,300,3,1335.89,7.07106781186548,127
CQ,103,p,300,1,1340.93,8.06225774829855,127
CQ,128,p,150,1,1337.09,0,128
CQ,129,p,250,0,1337.33,5,128
CQ,130,p,210,2,1337.09,5,128
CQ,131,p,350,5,1336.37,5.3851648071345,128
CQ,134,p,225,2,1336.13,6,128
CQ,133,p,300,1,1336.13,6.40312423743285,128
CQ,132,p,300,3,1335.65,7.21110255092798,128
CQ,125,p,325,4,1336.37,11.0453610171873,128
CQ,135,p,325,0,1336.13,12.369316876853,128
CQ,126,p,190,6,1334.21,12.6491106406735,128
CQ,129,p,250,0,1337.33,0,129
CQ,130,p,210,2,1337.09,1.4142135623731,129
CQ,131,p,350,5,1336.37,1.4142135623731,129
CQ,133,p,300,1,1336.13,1.4142135623731,129
CQ,132,p,300,3,1335.65,2.23606797749979,129
CQ,128,p,150,1,1337.09,5,129
CQ,134,p,225,2,1336.13,5,129
CQ,136,p,300,1,1335.89,8.54400374531753,129
CQ,135,p,325,0,1336.13,9.05538513813742,129
CQ,138,p,190,5,1334.21,12.8062484748657,129
CQ,130,p,210,2,1337.09,0,130
CQ,129,p,250,0,1337.33,1.4142135623731,130
CQ,133,p,300,1,1336.13,2,130
CQ,131,p,350,5,1336.37,2.82842712474619,130
CQ,132,p,300,3,1335.65,3,130
CQ,134,p,225,2,1336.13,3.60555127546399,130
CQ,128,p,150,1,1337.09,5,130
CQ,135,p,325,0,1336.13,8,130
CQ,136,p,300,1,1335.89,8.06225774829855,130
CQ,138,p,190,5,1334.21,12.7279220613579,130
CQ,131,p,350,5,1336.37,0,131
CQ,129,p,250,0,1337.33,1.4142135623731,131
CQ,133,p,300,1,1336.13,2,131
CQ,132,p,300,3,1335.65,2.23606797749979,131
CQ,130,p,210,2,1337.09,2.82842712474619,131
CQ,128,p,150,1,1337.09,5.3851648071345,131
CQ,134,p,225,2,1336.13,6.40312423743285,131
CQ,136,p,300,1,1335.89,9.21954445729289,131
CQ,135,p,325,0,1336.13,10.1980390271856,131
CQ,138,p,190,5,1334.21,13.0384048104053,131
CQ,132,p,300,3,1335.65,0,132
CQ,133,p,300,1,1336.13,1,132
CQ,129,p,250,0,1337.33,2.23606797749979,132
CQ,131,p,350,5,1336.37,2.23606797749979,132
CQ,130,p,210,2,1337.09,3,132
CQ,134,p,225,2,1336.13,6.32455532033676,132
CQ,136,p,300,1,1335.89,7.07106781186548,132
CQ,128,p,150,1,1337.09,7.21110255092798,132
CQ,135,p,325,0,1336.13,8.54400374531753,132
CQ,138,p,190,5,1334.21,10.816653826392,132
CQ,133,p,300,1,1336.13,0,133
CQ,132,p,300,3,1335.65,1,133
CQ,129,p,250,0,1337.33,1.4142135623731,133
CQ,130,p,210,2,1337.09,2,133
CQ,131,p,350,5,1336.37,2,133
CQ,134,p,225,2,1336.13,5.3851648071345,133
CQ,128,p,150,1,1337.09,6.40312423743285,133
CQ,136,p,300,1,1335.89,7.28010988928052,133
CQ,135,p,325,0,1336.13,8.24621125123532,133
CQ,138,p,190,5,1334.21,11.4017542509914,133
CQ,134,p,225,2,1336.13,0,134
CQ,130,p,210,2,1337.09,3.60555127546399,134
CQ,129,p,250,0,1337.33,5,134
CQ,133,p,300,1,1336.13,5.3851648071345,134
CQ,128,p,150,1,1337.09,6,134
CQ,132,p,300,3,1335.65,6.32455532033676,134
CQ,131,p,350,5,1336.37,6.40312423743285,134
CQ,135,p,325,0,1336.13,6.70820393249937,134
CQ,136,p,300,1,1335.89,8.60232526704263,134
CQ,127,p,200,0,1335.17,11.7046999107196,134
CQ,135,p,325,0,1336.13,0,135
CQ,136,p,300,1,1335.89,4.12310562561766,135
CQ,140,p,180,1,1334.93,5.09901951359278,135
CQ,139,p,170,2,1335.41,6.32455532033676,135
CQ,134,p,225,2,1336.13,6.70820393249937,135
CQ,141,p,190,0,1332.76,6.70820393249937,135
CQ,142,p,190,1,1330.6,7.21110255092798,135
CQ,130,p,210,2,1337.09,8,135
CQ,133,p,300,1,1336.13,8.24621125123532,135
CQ,132,p,300,3,1335.65,8.54400374531753,135
CQ,136,p,300,1,1335.89,0,136
CQ,135,p,325,0,1336.13,4.12310562561766,136
CQ,138,p,190,5,1334.21,5.3851648071345,136
CQ,140,p,180,1,1334.93,6.70820393249937,136
CQ,142,p,190,1,1330.6,7,136
CQ,132,p,300,3,1335.65,7.07106781186548,136
CQ,141,p,190,0,1332.76,7.07106781186548,136
CQ,133,p,300,1,1336.13,7.28010988928052,136
CQ,137,p,200,1,1335.65,7.28010988928052,136
CQ,139,p,170,2,1335.41,7.28010988928052,136
CQ,137,p,200,1,1335.65,0,137
CQ,138,p,190,5,1334.21,2,137
CQ,144,p,180,1,1331.32,3.16227766016838,137
CQ,145,p,225,1,1331.8,5.09901951359278,137
CQ,136,p,300,1,1335.89,7.28010988928052,137
CQ,143,p,500,0,1331.8,8.48528137423857,137
CQ,142,p,190,1,1330.6,8.60232526704263,137
CQ,141,p,190,0,1332.76,9.4339811320566,137
CQ,139,p,170,2,1335.41,10.295630140987,137
CQ,140,p,180,1,1334.93,10.770329614269,137
CQ,138,p,190,5,1334.21,0,138
CQ,137,p,200,1,1335.65,2,138
CQ,144,p,180,1,1331.32,4.24264068711928,138
CQ,136,p,300,1,1335.89,5.3851648071345,138
CQ,142,p,190,1,1330.6,7.07106781186548,138
CQ,145,p,225,1,1331.8,7.07106781186548,138
CQ,143,p,500,0,1331.8,7.21110255092798,138
CQ,141,p,190,0,1332.76,7.81024967590665,138
CQ,139,p,170,2,1335.41,8.60232526704263,138
CQ,140,p,180,1,1334.93,8.94427190999916,138
CQ,139,p,170,2,1335.41,0,139
CQ,141,p,190,0,1332.76,1,139
CQ,140,p,180,1,1334.93,1.4142135623731,139
CQ,142,p,190,1,1330.6,2,139
CQ,143,p,500,0,1331.8,3.16227766016838,139
CQ,135,p,325,0,1336.13,6.32455532033676,139
CQ,136,p,300,1,1335.89,7.28010988928052,139
CQ,138,p,190,5,1334.21,8.60232526704263,139
CQ,144,p,180,1,1331.32,10.1980390271856,139
CQ,137,p,200,1,1335.65,10.295630140987,139
CQ,140,p,180,1,1334.93,0,140
CQ,139,p,170,2,1335.41,1.4142135623731,140
CQ,141,p,190,0,1332.76,2.23606797749979,140
CQ,142,p,190,1,1330.6,3.16227766016838,140
CQ,143,p,500,0,1331.8,4.47213595499958,140
CQ,135,p,325,0,1336.13,5.09901951359278,140
CQ,136,p,300,1,1335.89,6.70820393249937,140
CQ,138,p,190,5,1334.21,8.94427190999916,140
CQ,137,p,200,1,1335.65,10.770329614269,140
CQ,144,p,180,1,1331.32,11.0453610171873,140
CQ,141,p,190,0,1332.76,0,141
CQ,139,p,170,2,1335.41,1,141
CQ,142,p,190,1,1330.6,1,141
CQ,140,p,180,1,1334.93,2.23606797749979,141
CQ,143,p,500,0,1331.8,2.23606797749979,141
CQ,135,p,325,0,1336.13,6.70820393249937,141
CQ,136,p,300,1,1335.89,7.07106781186548,141
CQ,138,p,190,5,1334.21,7.81024967590665,141
CQ,144,p,180,1,1331.32,9.21954445729289,141
CQ,137,p,200,1,1335.65,9.4339811320566,141
CQ,142,p,190,1,1330.6,0,142
CQ,141,p,190,0,1332.76,1,142
CQ,143,p,500,0,1331.8,1.4142135623731,142
CQ,139,p,170,2,1335.41,2,142
CQ,140,p,180,1,1334.93,3.16227766016838,142
CQ,136,p,300,1,1335.89,7,142
CQ,138,p,190,5,1334.21,7.07106781186548,142
CQ,135,p,325,0,1336.13,7.21110255092798,142
CQ,144,p,180,1,1331.32,8.24621125123532,142
CQ,137,p,200,1,1335.65,8.60232526704263,142
CQ,143,p,500,0,1331.8,0,143
CQ,142,p,190,1,1330.6,1.4142135623731,143
CQ,141,p,190,0,1332.76,2.23606797749979,143
CQ,139,p,170,2,1335.41,3.16227766016838,143
CQ,140,p,180,1,1334.93,4.47213595499958,143
CQ,138,p,190,5,1334.21,7.21110255092798,143
CQ,144,p,180,1,1331.32,7.61577310586391,143
CQ,136,p,300,1,1335.89,8.06225774829855,143
CQ,137,p,200,1,1335.65,8.48528137423857,143
CQ,135,p,325,0,1336.13,8.60232526704263,143
CQ,144,p,180,1,1331.32,0,144
CQ,137,p,200,1,1335.65,3.16227766016838,144
CQ,138,p,190,5,1334.21,4.24264068711928,144
CQ,145,p,225,1,1331.8,4.47213595499958,144
CQ,143,p,500,0,1331.8,7.61577310586391,144
CQ,142,p,190,1,1330.6,8.24621125123532,144
CQ,141,p,190,0,1332.76,9.21954445729289,144
CQ,136,p,300,1,1335.89,9.4339811320566,144
CQ,139,p,170,2,1335.41,10.1980390271856,144
CQ,140,p,180,1,1334.93,11.0453610171873,144
CQ,145,p,225,1,1331.8,0,145
CQ,144,p,180,1,1331.32,4.47213595499958,145
CQ,137,p,200,1,1335.65,5.09901951359278,145
CQ,138,p,190,5,1334.21,7.07106781186548,145
CQ,143,p,500,0,1331.8,12.0830459735946,145
CQ,136,p,300,1,1335.89,12.369316876853,145
CQ,142,p,190,1,1330.6,12.6491106406735,145
CQ,141,p,190,0,1332.76,13.6014705087354,145
CQ,139,p,170,2,1335.41,14.560219778561,145
CQ,140,p,180,1,1334.93,15.2970585407784,145
CQ,147,p,160,2,1332.76,0,147
CQ,148,p,170,3,1333.48,2,147
CQ,149,p,190,1,1334.45,12.2065556157337,147
CQ,169,p,300,0,1330.84,14.8660687473185,147
CQ,171,p,150,1,1329.4,15.8113883008419,147
CQ,10,p,150,1,1329.16,16.1245154965971,147
CQ,172,p,100,0,1327.48,16.1245154965971,147
CQ,177,p,130,1,1331.07,16.2788205960997,147
CQ,173,p,125,1,1327.48,17.0880074906351,147
CQ,9,p,150,1,1329.16,17.1172427686237,147
CQ,148,p,170,3,1333.48,0,148
CQ,147,p,160,2,1332.76,2,148
CQ,149,p,190,1,1334.45,10.6301458127346,148
CQ,10,p,150,1,1329.16,16,148
CQ,150,p,120,7,1336.61,16.2788205960997,148
CQ,169,p,300,0,1330.84,16.4012194668567,148
CQ,177,p,130,1,1331.07,16.7630546142402,148
CQ,9,p,150,1,1329.16,17,148
CQ,11,p,180,2,1328.92,17,148
CQ,178,p,225,2,1333.48,17,148
CQ,149,p,190,1,1334.45,0,149
CQ,150,p,120,7,1336.61,5.8309518948453,149
CQ,168,p,200,1,1333.48,10.1980390271856,149
CQ,151,p,140,0,1341.42,10.4403065089106,149
CQ,148,p,170,3,1333.48,10.6301458127346,149
CQ,147,p,160,2,1332.76,12.2065556157337,149
CQ,178,p,225,2,1333.48,12.8062484748657,149
CQ,179,p,230,2,1332.52,14.8660687473185,149
CQ,182,p,120,3,1335.65,15.6524758424985,149
CQ,183,p,270,1,1340.21,15.6524758424985,149
CQ,150,p,120,7,1336.61,0,150
CQ,151,p,140,0,1341.42,5,150
CQ,168,p,200,1,1333.48,5.09901951359278,150
CQ,149,p,190,1,1334.45,5.8309518948453,150
CQ,182,p,120,3,1335.65,9.8488578017961,150
CQ,183,p,270,1,1340.21,9.8488578017961,150
CQ,178,p,225,2,1333.48,12.0830459735946,150
CQ,181,p,230,5,1334.21,12.369316876853,150
CQ,152,p,210,2,1341.17,12.7279220613579,150
CQ,180,p,160,3,1333,14.2126704035519,150
CQ,151,p,140,0,1341.42,0,151
CQ,168,p,200,1,1333.48,1,151
CQ,150,p,120,7,1336.61,5,151
CQ,182,p,120,3,1335.65,5.65685424949238,151
CQ,183,p,270,1,1340.21,5.65685424949238,151
CQ,181,p,230,5,1334.21,7.61577310586391,151
CQ,152,p,210,2,1341.17,9.8488578017961,151
CQ,184,p,250,1,1346.94,10,151
CQ,149,p,190,1,1334.45,10.4403065089106,151
CQ,178,p,225,2,1333.48,11,151
CQ,152,p,210,2,1341.17,0,152
CQ,182,p,120,3,1335.65,5,152
CQ,183,p,270,1,1340.21,5,152
CQ,184,p,250,1,1346.94,5,152
CQ,167,p,180,4,1333,7.28010988928052,152
CQ,188,p,140,3,1339.49,7.61577310586391,152
CQ,189,p,125,1,1339.49,9,152
CQ,151,p,140,0,1341.42,9.8488578017961,152
CQ,153,p,200,2,1338.76,10.0498756211209,152
CQ,168,p,200,1,1333.48,10.770329614269,152
CQ,153,p,200,2,1338.76,0,153
CQ,154,p,210,8,1338.29,6.08276253029822,153
CQ,165,p,100,0,1333,7,153
CQ,163,p,150,0,1333.97,9.4339811320566,153
CQ,167,p,180,4,1333,10,153
CQ,152,p,210,2,1341.17,10.0498756211209,153
CQ,155,p,180,1,1338.76,10.1980390271856,153
CQ,191,p,160,1,1339.49,11.0453610171873,153
CQ,190,p,160,4,1339.97,11.6619037896906,153
CQ,156,p,160,1,1338.05,12.1655250605964,153
CQ,154,p,210,8,1338.29,0,154
CQ,155,p,180,1,1338.76,4.12310562561766,154
CQ,153,p,200,2,1338.76,6.08276253029822,154
CQ,156,p,160,1,1338.05,6.08276253029822,154
CQ,157,p,225,1,1338.29,6.08276253029822,154
CQ,163,p,150,0,1333.97,7.07106781186548,154
CQ,165,p,100,0,1333,8.48528137423857,154
CQ,192,p,210,1,1336.37,8.54400374531753,154
CQ,191,p,160,1,1339.49,12.2065556157337,154
CQ,161,p,200,2,1332.03,12.369316876853,154
CQ,155,p,180,1,1338.76,0,155
CQ,156,p,160,1,1338.05,2,155
CQ,157,p,225,1,1338.29,2,155
CQ,154,p,210,8,1338.29,4.12310562561766,155
CQ,192,p,210,1,1336.37,7.07106781186548,155
CQ,163,p,150,0,1333.97,7.81024967590665,155
CQ,153,p,200,2,1338.76,10.1980390271856,155
CQ,161,p,200,2,1332.03,11.0453610171873,155
CQ,158,p,170,1,1337.57,11.1803398874989,155
CQ,165,p,100,0,1333,11.1803398874989,155
CQ,156,p,160,1,1338.05,0,156
CQ,157,p,225,1,1338.29,0,156
CQ,155,p,180,1,1338.76,2,156
CQ,154,p,210,8,1338.29,6.08276253029822,156
CQ,192,p,210,1,1336.37,7.61577310586391,156
CQ,163,p,150,0,1333.97,9.21954445729289,156
CQ,158,p,170,1,1337.57,9.4339811320566,156
CQ,161,p,200,2,1332.03,11.4017542509914,156
CQ,195,p,260,1,1335.17,12.0415945787923,156
CQ,153,p,200,2,1338.76,12.1655250605964,156
CQ,156,p,160,1,1338.05,0,157
CQ,157,p,225,1,1338.29,0,157
CQ,155,p,180,1,1338.76,2,157
CQ,154,p,210,8,1338.29,6.08276253029822,157
CQ,192,p,210,1,1336.37,7.61577310586391,157
CQ,163,p,150,0,1333.97,9.21954445729289,157
CQ,158,p,170,1,1337.57,9.4339811320566,157
CQ,161,p,200,2,1332.03,11.4017542509914,157
CQ,195,p,260,1,1335.17,12.0415945787923,157
CQ,153,p,200,2,1338.76,12.1655250605964,157
CQ,158,p,170,1,1337.57,0,158
CQ,193,p,225,1,1334.69,7,158
CQ,156,p,160,1,1338.05,9.4339811320566,158
CQ,157,p,225,1,1338.29,9.4339811320566,158
CQ,155,p,180,1,1338.76,11.1803398874989,158
CQ,160,p,225,1,1334.69,11.1803398874989,158
CQ,192,p,210,1,1336.37,11.1803398874989,158
CQ,195,p,260,1,1335.17,11.4017542509914,158
CQ,194,p,201,1,1333.97,12.2065556157337,158
CQ,161,p,200,2,1332.03,12.5299640861417,158
CQ,160,p,225,1,1334.69,0,160
CQ,193,p,225,1,1334.69,5.8309518948453,160
CQ,158,p,170,1,1337.57,11.1803398874989,160
CQ,194,p,201,1,1333.97,12,160
CQ,195,p,260,1,1335.17,14.3178210632764,160
CQ,161,p,200,2,1332.03,16.4924225024706,160
CQ,196,p,125,1,1334.21,17.2626765016321,160
CQ,192,p,210,1,1336.37,17.8885438199983,160
CQ,197,p,150,0,1335.41,18.4390889145858,160
CQ,198,p,130,1,1338.53,19.2353840616713,160
CQ,161,p,200,2,1332.03,0,161
CQ,195,p,260,1,1335.17,2.23606797749979,161
CQ,192,p,210,1,1336.37,4,161
CQ,194,p,201,1,1333.97,5.65685424949238,161
CQ,163,p,150,0,1333.97,6.40312423743285,161
CQ,196,p,125,1,1334.21,7.07106781186548,161
CQ,197,p,150,0,1335.41,8.24621125123532,161
CQ,191,p,160,1,1339.49,10.1980390271856,161
CQ,165,p,100,0,1333,10.816653826392,161
CQ,155,p,180,1,1338.76,11.0453610171873,161
CQ,163,p,150,0,1333.97,0,163
CQ,192,p,210,1,1336.37,4.12310562561766,163
CQ,165,p,100,0,1333,5.09901951359278,163
CQ,161,p,200,2,1332.03,6.40312423743285,163
CQ,191,p,160,1,1339.49,6.70820393249937,163
CQ,154,p,210,8,1338.29,7.07106781186548,163
CQ,155,p,180,1,1338.76,7.81024967590665,163
CQ,195,p,260,1,1335.17,8.48528137423857,163
CQ,156,p,160,1,1338.05,9.21954445729289,163
CQ,157,p,225,1,1338.29,9.21954445729289,163
CQ,165,p,100,0,1333,0,165
CQ,191,p,160,1,1339.49,4.12310562561766,165
CQ,163,p,150,0,1333.97,5.09901951359278,165
CQ,190,p,160,4,1339.97,6.70820393249937,165
CQ,153,p,200,2,1338.76,7,165
CQ,167,p,180,4,1333,8.06225774829855,165
CQ,154,p,210,8,1338.29,8.48528137423857,165
CQ,192,p,210,1,1336.37,9.21954445729289,165
CQ,189,p,125,1,1339.49,10.0498756211209,165
CQ,161,p,200,2,1332.03,10.816653826392,165
CQ,167,p,180,4,1333,0,167
CQ,189,p,125,1,1339.49,2.82842712474619,167
CQ,190,p,160,4,1339.97,4.47213595499958,167
CQ,188,p,140,3,1339.49,5,167
CQ,184,p,250,1,1346.94,5.8309518948453,167
CQ,152,p,210,2,1341.17,7.28010988928052,167
CQ,165,p,100,0,1333,8.06225774829855,167
CQ,191,p,160,1,1339.49,8.60232526704263,167
CQ,187,p,125,4,1336.13,8.94427190999916,167
CQ,182,p,120,3,1335.65,9.89949493661167,167
CQ,168,p,200,1,1333.48,0,168
CQ,151,p,140,0,1341.42,1,168
CQ,150,p,120,7,1336.61,5.09901951359278,168
CQ,182,p,120,3,1335.65,6.40312423743285,168
CQ,183,p,270,1,1340.21,6.40312423743285,168
CQ,181,p,230,5,1334.21,7.28010988928052,168
CQ,178,p,225,2,1333.48,10,168
CQ,149,p,190,1,1334.45,10.1980390271856,168
CQ,184,p,250,1,1346.94,10.6301458127346,168
CQ,152,p,210,2,1341.17,10.770329614269,168
CQ,169,p,300,0,1330.84,0,169
CQ,171,p,150,1,1329.4,3.60555127546399,169
CQ,170,p,300,0,1329.88,4.47213595499958,169
CQ,172,p,100,0,1327.48,5,169
CQ,173,p,125,1,1327.48,7.81024967590665,169
CQ,174,p,200,0,1329.16,8.94427190999916,169
CQ,177,p,130,1,1331.07,10,169
CQ,176,p,180,0,1330.36,11.3137084989848,169
CQ,175,p,190,0,1329.88,12.5299640861417,169
CQ,221,p,110,0,1331.16,13.0384048104053,169
CQ,170,p,300,0,1329.88,0,170
CQ,171,p,150,1,1329.4,4.12310562561766,170
CQ,169,p,300,0,1330.84,4.47213595499958,170
CQ,172,p,100,0,1327.48,5,170
CQ,174,p,200,0,1329.16,7.21110255092798,170
CQ,173,p,125,1,1327.48,7.28010988928052,170
CQ,221,p,110,0,1331.16,9.48683298050514,170
CQ,177,p,130,1,1331.07,10.1980390271856,170
CQ,175,p,190,0,1329.88,10.6301458127346,170
CQ,176,p,180,0,1330.36,10.770329614269,170
CQ,171,p,150,1,1329.4,0,171
CQ,172,p,100,0,1327.48,1.4142135623731,171
CQ,169,p,300,0,1330.84,3.60555127546399,171
CQ,170,p,300,0,1329.88,4.12310562561766,171
CQ,173,p,125,1,1327.48,4.24264068711928,171
CQ,174,p,200,0,1329.16,5.3851648071345,171
CQ,177,p,130,1,1331.07,6.70820393249937,171
CQ,176,p,180,0,1330.36,7.81024967590665,171
CQ,175,p,190,0,1329.88,8.94427190999916,171
CQ,221,p,110,0,1331.16,10.0498756211209,171
CQ,172,p,100,0,1327.48,0,172
CQ,171,p,150,1,1329.4,1.4142135623731,172
CQ,173,p,125,1,1327.48,2.82842712474619,172
CQ,174,p,200,0,1329.16,4.12310562561766,172
CQ,169,p,300,0,1330.84,5,172
